Mod:Item:MetaData, Localized Name
extraplanets:carbon_helmet, Carbon Helmet
extraplanets:carbon_chest, Carbon Chestplate
extraplanets:carbon_legings, Carbon Leggings
extraplanets:carbon_boots, Carbon Boots
extraplanets:uranium_helmet, Uranium Helmet
extraplanets:uranium_chest, Uranium Chestplate
extraplanets:uranium_legings, Uranium Leggings
extraplanets:uranium_boots, Uranium Boots
extraplanets:palladium_helmet, Palladium Helmet
extraplanets:palladium_chest, Palladium Chestplate
extraplanets:palladium_legings, Palladium Leggings
extraplanets:palladium_boots, Palladium Boots
extraplanets:red_gem_helmet, Red Gem Helmet
extraplanets:red_gem_chest, Red Gem Chestplate
extraplanets:red_gem_legings, Red Gem Leggings
extraplanets:red_gem_boots, Red Gem Boots
extraplanets:magnesium_helmet, Magnesium Helmet
extraplanets:magnesium_chest, Magnesium Chestplate
extraplanets:magnesium_legings, Magnesium Leggings
extraplanets:magnesium_boots, Magnesium Boots
extraplanets:crystal_helmet, Crystal Helmet
extraplanets:crystal_chest, Crystal Chestplate
extraplanets:crystal_legings, Crystal Leggings
extraplanets:crystal_boots, Crystal Boots
extraplanets:white_gem_helmet, White Gem Helmet
extraplanets:white_gem_chest, White Gem Chestplate
extraplanets:white_gem_legings, White Gem Leggings
extraplanets:white_gem_boots, White Gem Boots
extraplanets:zinc_helmet, Zinc Helmet
extraplanets:zinc_chest, Zinc Chestplate
extraplanets:zinc_legings, Zinc Leggings
extraplanets:zinc_boots, Zinc Boots
extraplanets:blue_gem_helmet, Blue Gem Helmet
extraplanets:blue_gem_chest, Blue Gem Chestplate
extraplanets:blue_gem_legings, Blue Gem Leggings
extraplanets:blue_gem_boots, Blue Gem Boots
extraplanets:tungsten_helmet, Tungsten Helmet
extraplanets:tungsten_chest, Tungsten Chestplate
extraplanets:tungsten_legings, Tungsten Leggings
extraplanets:tungsten_boots, Tungsten Boots
extraplanets:blue_diamond_helmet, Blue Diamond Helmet
extraplanets:blue_diamond_chest, Blue Diamond Chestplate
extraplanets:blue_diamond_legings, Blue Diamond Leggings
extraplanets:blue_diamond_boots, Blue Diamond Boots
extraplanets:red_diamond_helmet, Red Diamond Helmet
extraplanets:red_diamond_chest, Red Diamond Chestplate
extraplanets:red_diamond_legings, Red Diamond Leggings
extraplanets:red_diamond_boots, Red Diamond Boots
extraplanets:purple_diamond_helmet, Purple Diamond Helmet
extraplanets:purple_diamond_chest, Purple Diamond Chestplate
extraplanets:purple_diamond_legings, Purple Diamond Leggings
extraplanets:purple_diamond_boots, Purple Diamond Boots
extraplanets:yellow_diamond_helmet, Yellow Diamond Helmet
extraplanets:yellow_diamond_chest, Yellow Diamond Chestplate
extraplanets:yellow_diamond_legings, Yellow Diamond Leggings
extraplanets:yellow_diamond_boots, Yellow Diamond Boots
extraplanets:green_diamond_helmet, Green Diamond Helmet
extraplanets:green_diamond_chest, Green Diamond Chestplate
extraplanets:green_diamond_legings, Green Diamond Leggings
extraplanets:green_diamond_boots, Green Diamond Boots
extraplanets:tier0_space_suit_helmet, Temporary Space Suit Helmet
extraplanets:tier0_space_suit_chest, Temporary Space Suit Chestplate
extraplanets:tier0_space_suit_legings, Temporary Space Suit Leggings
extraplanets:tier0_space_suit_boots, Temporary Space Suit Boots
extraplanets:tier1_space_suit_helmet, Tier 1 Space Suit Helmet
extraplanets:tier1_space_suit_chest, Tier 1 Space Suit Chestplate
extraplanets:tier1_space_suit_jetpack_chest, Tier 1 Space Suit Jetpack Chestplate
extraplanets:tier1_space_suit_legings, Tier 1 Space Suit Leggings
extraplanets:tier1_space_suit_boots, Tier 1 Space Suit Boots
extraplanets:tier1_space_suit_gravity_boots, Tier 1 Space Suit Gravity Boots
extraplanets:tier2_space_suit_helmet, Tier 2 Space Suit Helmet
extraplanets:tier2_space_suit_chest, Tier 2 Space Suit Chestplate
extraplanets:tier2_space_suit_jetpack_chest, Tier 2 Space SuitJetpack  Chestplate
extraplanets:tier2_space_suit_legings, Tier 2 Space Suit Leggings
extraplanets:tier2_space_suit_boots, Tier 2 Space Suit Boots
extraplanets:tier2_space_suit_gravity_boots, Tier 2 Space Suit Gravity Boots
extraplanets:tier3_space_suit_helmet, Tier 3 Space Suit Helmet
extraplanets:tier3_space_suit_chest, Tier 3 Space Suit Chestplate
extraplanets:tier3_space_suit_jetpack_chest, Tier 3 Space Suit Jetpack Chestplate
extraplanets:tier3_space_suit_legings, Tier 3 Space Suit Leggings
extraplanets:tier3_space_suit_boots, Tier 3 Space Suit Boots
extraplanets:tier3_space_suit_gravity_boots, Tier 3 Space Suit Gravity Boots
extraplanets:tier4_space_suit_helmet, Tier 4 Space Suit Helmet
extraplanets:tier4_space_suit_chest, Tier 4 Space Suit Chestplate
extraplanets:tier4_space_suit_jetpack_chest, Tier 4 Space Suit Jetpack Chestplate
extraplanets:tier4_space_suit_legings, Tier 4 Space Suit Leggings
extraplanets:tier4_space_suit_boots, Tier 4 Space Suit Boots
extraplanets:tier4_space_suit_gravity_boots, Tier 4 Space Suit Gravity Boots
extraplanets:mercury_battery, Mercury Battery
extraplanets:compressed_mercury:0, Compressed Mercury
extraplanets:ingot_mercury:0, Mercury Ingot
extraplanets:item_tier4_rocket:0, Tier 4 Rocket
extraplanets:item_tier4_rocket:1, Tier 4 Rocket
extraplanets:item_tier4_rocket:2, Tier 4 Rocket
extraplanets:item_tier4_rocket:3, Tier 4 Rocket
extraplanets:item_tier4_rocket:4, Tier 4 Rocket
extraplanets:schematic_tier4:0, NASA Workbench Schematic
extraplanets:nose_cone_tier4:0, Tier 4 Nose Cone
extraplanets:tier4_items:0, Tier 4 Rocket Engine
extraplanets:tier4_items:1, Tier 4 Booster
extraplanets:tier4_items:2, Tier 4 Rocket Fins
extraplanets:tier4_items:3, Heavy-Duty Plate
extraplanets:tier4_items:4, Compressed Carbon
extraplanets:tier4_items:5, Carbon Ingot
extraplanets:tier4_items:6, Diamond Shard
extraplanets:t4key:0, Tier 4 Dungeon Key
extraplanets:ingot_uranium:0, Uranium Ingot
extraplanets:item_tier5_rocket:0, Tier 5 Rocket
extraplanets:item_tier5_rocket:1, Tier 5 Rocket
extraplanets:item_tier5_rocket:2, Tier 5 Rocket
extraplanets:item_tier5_rocket:3, Tier 5 Rocket
extraplanets:item_tier5_rocket:4, Tier 5 Rocket
extraplanets:schematic_tier5:0, NASA Workbench Schematic
extraplanets:nose_cone_tier5:0, Tier 5 Nose Cone
extraplanets:tier5_items:0, Tier 5 Rocket Engine
extraplanets:tier5_items:1, Tier 5 Booster
extraplanets:tier5_items:2, Tier 5 Rocket Fins
extraplanets:tier5_items:3, Heavy-Duty Plate
extraplanets:tier5_items:4, Compressed Palladium
extraplanets:tier5_items:5, Palladium Ingot
extraplanets:tier5_items:6, Compressed Nickel
extraplanets:tier5_items:7, Nickel Ingot
extraplanets:tier5_items:8, Red Gem
extraplanets:tier5_items:9, Ash Powder
extraplanets:tier5_items:10, Ash Shard
extraplanets:tier5_items:11, Volcanic Shard
extraplanets:tier5_items:12, Volcanic Ingot
extraplanets:t5key:0, Tier 5 Dungeon Key
extraplanets:nickel_battery, Nickel Battery
extraplanets:item_tier6_rocket:0, Tier 6 Rocket
extraplanets:item_tier6_rocket:1, Tier 6 Rocket
extraplanets:item_tier6_rocket:2, Tier 6 Rocket
extraplanets:item_tier6_rocket:3, Tier 6 Rocket
extraplanets:item_tier6_rocket:4, Tier 6 Rocket
extraplanets:schematic_tier6:0, NASA Workbench Schematic
extraplanets:nose_cone_tier6:0, Tier 6 Nose Cone
extraplanets:tier6_items:0, Tier 6 Rocket Engine
extraplanets:tier6_items:1, Tier 6 Booster
extraplanets:tier6_items:2, Tier 6 Rocket Fins
extraplanets:tier6_items:3, Heavy-Duty Plate
extraplanets:tier6_items:4, Compressed Magnesium
extraplanets:tier6_items:5, Magnesium Ingot
extraplanets:t6key:0, Tier 6 Dungeon Key
extraplanets:item_tier7_rocket:0, Tier 7 Rocket
extraplanets:item_tier7_rocket:1, Tier 7 Rocket
extraplanets:item_tier7_rocket:2, Tier 7 Rocket
extraplanets:item_tier7_rocket:3, Tier 7 Rocket
extraplanets:item_tier7_rocket:4, Tier 7 Rocket
extraplanets:schematic_tier7:0, NASA Workbench Schematic
extraplanets:nose_cone_tier7:0, Tier 7 Nose Cone
extraplanets:tier7_items:0, Tier 7 Rocket Engine
extraplanets:tier7_items:1, Tier 7 Booster
extraplanets:tier7_items:2, Tier 7 Rocket Fins
extraplanets:tier7_items:3, Heavy-Duty Plate
extraplanets:tier7_items:4, Compressed Crystal
extraplanets:tier7_items:5, Crystal Ingot
extraplanets:tier7_items:6, Compressed Reinforced Crystal
extraplanets:tier7_items:7, White Gem
extraplanets:t7key:0, Tier 7 Dungeon Key
extraplanets:item_tier8_rocket:0, Tier 8 Rocket
extraplanets:item_tier8_rocket:1, Tier 8 Rocket
extraplanets:item_tier8_rocket:2, Tier 8 Rocket
extraplanets:item_tier8_rocket:3, Tier 8 Rocket
extraplanets:item_tier8_rocket:4, Tier 8 Rocket
extraplanets:schematic_tier8:0, NASA Workbench Schematic
extraplanets:nose_cone_tier8:0, Tier 8 Nose Cone
extraplanets:tier8_items:0, Tier 8 Rocket Engine
extraplanets:tier8_items:1, Tier 8 Booster
extraplanets:tier8_items:2, Tier 8 Rocket Fins
extraplanets:tier8_items:3, Heavy-Duty Plate
extraplanets:tier8_items:4, Compressed Zinc
extraplanets:tier8_items:5, Zinc Ingot
extraplanets:tier8_items:6, Blue Gem
extraplanets:t8key:0, Tier 8 Dungeon Key
extraplanets:zinc_battery, Zinc Battery
extraplanets:item_tier9_rocket:0, Tier 9 Rocket
extraplanets:item_tier9_rocket:1, Tier 9 Rocket
extraplanets:item_tier9_rocket:2, Tier 9 Rocket
extraplanets:item_tier9_rocket:3, Tier 9 Rocket
extraplanets:item_tier9_rocket:4, Tier 9 Rocket
extraplanets:schematic_tier9:0, NASA Workbench Schematic
extraplanets:nose_cone_tier9:0, Tier 9 Nose Cone
extraplanets:tier9_items:0, Tier 9 Rocket Engine
extraplanets:tier9_items:1, Tier 9 Booster
extraplanets:tier9_items:2, Tier 9 Rocket Fins
extraplanets:tier9_items:3, Heavy-Duty Plate
extraplanets:tier9_items:4, Compressed Tungsten
extraplanets:tier9_items:5, Tungsten Ingot
extraplanets:t9key:0, Tier 9 Dungeon Key
extraplanets:item_tier10_rocket:0, Tier 10 Rocket
extraplanets:item_tier10_rocket:1, Tier 10 Rocket
extraplanets:item_tier10_rocket:2, Tier 10 Rocket
extraplanets:item_tier10_rocket:3, Tier 10 Rocket
extraplanets:item_tier10_rocket:4, Tier 10 Rocket
extraplanets:schematic_tier10:0, NASA Workbench Schematic
extraplanets:nose_cone_tier10:0, Tier 10 Nose Cone
extraplanets:tier10_items:0, Tier 10 Rocket Engine
extraplanets:tier10_items:1, Tier 10 Booster
extraplanets:tier10_items:2, Tier 10 Rocket Fins
extraplanets:tier10_items:3, Heavy-Duty Plate
extraplanets:tier10_items:4, Compressed Dark Iron
extraplanets:tier10_items:5, Dark Iron Ingot
extraplanets:t10key:0, Tier 10 Dungeon Key
extraplanets:schematic_tier10_electric_rocket:0, NASA Workbench Schematic
extraplanets:tier11_items:0, Blue Diamond
extraplanets:tier11_items:1, Red Diamond
extraplanets:tier11_items:2, Purple Diamond
extraplanets:tier11_items:3, Yellow Diamond
extraplanets:tier11_items:4, Green Diamond
extraplanets:tier11_items:5, Platinum Ingot
extraplanets:tier11_items:6, Compressed Platinum
extraplanets:tier11_items:7, Blue Sticks
extraplanets:tier11_items:8, Red Sticks
extraplanets:tier11_items:9, Purple Sticks
extraplanets:tier11_items:10, Yellow Sticks
extraplanets:tier11_items:11, Green Sticks
extraplanets:tier11_items:12, Brown Sticks
extraplanets:apple_diamond:0, Diamond Apple
extraplanets:apple_diamond:1, Diamond Apple
extraplanets:apple_iron:0, Iron Apple
extraplanets:apple_iron:1, Iron Apple
extraplanets:thermal_cloth:0, Tier 3 Thermal Cloth
extraplanets:thermal_cloth:1, Tier 4 Thermal Cloth
extraplanets:thermal_cloth:2, Tier 5 Thermal Cloth
extraplanets:tier3_thermal_padding:0, Tier 3 Thermal Padding Helm
extraplanets:tier3_thermal_padding:1, Tier 3 Thermal Padding Chestpiece
extraplanets:tier3_thermal_padding:2, Tier 3 Thermal Padding Leggings
extraplanets:tier3_thermal_padding:3, Tier 3 Thermal Padding Boots
extraplanets:tier4_thermal_padding:0, Tier 4 Thermal Padding Helm
extraplanets:tier4_thermal_padding:1, Tier 4 Thermal Padding Chestpiece
extraplanets:tier4_thermal_padding:2, Tier 4 Thermal Padding Leggings
extraplanets:tier4_thermal_padding:3, Tier 4 Thermal Padding Boots
extraplanets:tier5_thermal_padding:0, Tier 5 Thermal Padding Helm
extraplanets:tier5_thermal_padding:1, Tier 5 Thermal Padding Chestpiece
extraplanets:tier5_thermal_padding:2, Tier 5 Thermal Padding Leggings
extraplanets:tier5_thermal_padding:3, Tier 5 Thermal Padding Boots
extraplanets:advanced_battery, Advanced Battery
extraplanets:ultimate_battery, Ultimate Battery
extraplanets:massive_battery, Massive Battery
extraplanets:oxygen_tank_very_heavy_full, Very Heavy Oxygen Tank
extraplanets:oxygen_tank_extremely_heavy_full, Extremely Heavy Oxygen Tank
extraplanets:tier1_pressure_layer:0, Tier 1 Pressure Layer
extraplanets:tier2_pressure_layer:0, Tier 2 Pressure Layer
extraplanets:tier3_pressure_layer:0, Tier 3 Pressure Layer
extraplanets:tier4_pressure_layer:0, Tier 4 Pressure Layer
extraplanets:tier1_radiation_layer:0, Tier 1 Radiation Layer
extraplanets:tier2_radiation_layer:0, Tier 2 Radiation Layer
extraplanets:tier3_radiation_layer:0, Tier 3 Radiation Layer
extraplanets:tier4_radiation_layer:0, Tier 4 Radiation Layer
extraplanets:tier1_armor_layer:0, Tier 1 Armour Layer
extraplanets:tier2_armor_layer:0, Tier 2 Armour Layer
extraplanets:tier3_armor_layer:0, Tier 3 Armour Layer
extraplanets:tier4_armor_layer:0, Tier 4 Armour Layer
extraplanets:tier1_un_prepared_space_suit_helmet:0, Tier 1 Un-Prepared Space Suit Helmet
extraplanets:tier1_un_prepared_space_suit_chest:0, Tier 1 Un-Prepared Space Suit Chestplate
extraplanets:tier1_un_prepared_space_suit_legings:0, Tier 1 Un-Prepared Space Suit Leggings
extraplanets:tier1_un_prepared_space_suit_boots:0, Tier 1 Un-Prepared Space Suit Boots
extraplanets:tier2_un_prepared_space_suit_helmet:0, Tier 2 Un-Prepared Space Suit Helmet
extraplanets:tier2_un_prepared_space_suit_chest:0, Tier 2 Un-Prepared Space Suit Chestplate
extraplanets:tier2_un_prepared_space_suit_legings:0, Tier 2 Un-Prepared Space Suit Leggings
extraplanets:tier2_un_prepared_space_suit_boots:0, Tier 2 Un-Prepared Space Suit Boots
extraplanets:tier3_un_prepared_space_suit_helmet:0, Tier 3 Un-Prepared Space Suit Helmet
extraplanets:tier3_un_prepared_space_suit_chest:0, Tier 3 Un-Prepared Space Suit Chestplate
extraplanets:tier3_un_prepared_space_suit_legings:0, Tier 3 Un-Prepared Space Suit Leggings
extraplanets:tier3_un_prepared_space_suit_boots:0, Tier 3 Un-Prepared Space Suit Boots
extraplanets:tier4_un_prepared_space_suit_helmet:0, Tier 4 Un-Prepared Space Suit Helmet
extraplanets:tier4_un_prepared_space_suit_chest:0, Tier 4 Un-Prepared Space Suit Chestplate
extraplanets:tier4_un_prepared_space_suit_legings:0, Tier 4 Un-Prepared Space Suit Leggings
extraplanets:tier4_un_prepared_space_suit_boots:0, Tier 4 Un-Prepared Space Suit Boots
extraplanets:enviro_emergency_kit, Environment Emergency Kit
extraplanets:module_items:0, No Fall Damage Module
extraplanets:module_items:1, Oxygen Controller
extraplanets:module_items:2, Space Gear Controller
extraplanets:iodide_salt:0, Iodized Salt
extraplanets:potassium_iodide:0, Potassium Iodide
extraplanets:potassium:0, Potassium
extraplanets:potash_shards:0, Potash Shard
extraplanets:anti_radiation:0, Anti-Rad
extraplanets:mars_rover, Mars Rover
extraplanets:schematic_mars_rover, NASA Workbench Schematic
extraplanets:venus_rover, Venus Rover
extraplanets:schematic_venus_rover, NASA Workbench Schematic
extraplanets:electric_parts:0, Tier 1 Battery
extraplanets:electric_parts:1, Tier 2 Battery
extraplanets:electric_parts:2, Tier 1 Wheel
extraplanets:electric_parts:3, Tier 2 Wheel
extraplanets:canned_food:0, Can of Food
extraplanets:canned_food:1, Can of Food
extraplanets:canned_food:2, Can of Food
extraplanets:canned_food:3, Can of Food
extraplanets:wafer:0, Diamond Wafer
extraplanets:wafer:1, Carbon Wafer
extraplanets:wafer:2, Titanium Wafer
extraplanets:wafer:3, Red Gem Wafer
extraplanets:wafer:4, Blue Gem Wafer
extraplanets:wafer:5, White Gem Wafer
extraplanets:ingot_lead:0, Lead Ingot
extraplanets:cloth:0, Wool Cloth
extraplanets:tools:0, Sledge Hammer
extraplanets:tools:1, Grinding Wheel
extraplanets:tools:2, String Mesh
extraplanets:tools:3, Filter
extraplanets:gravity_controller:0, Gravity Controller
extraplanets:tier1_kit:0, Tier 1 Full Kit
extraplanets:tier1_kit:1, Tier 1 Basic Setup Kit
extraplanets:tier1_kit:2, Tier 1 Full Kit without Oxygen
extraplanets:tier1_kit:3, Tier 1 Full Kit without Thermal Protection
extraplanets:tier1_kit:4, Tier 1 Oxygen Kit
extraplanets:tier1_kit:5, Tier 1 Protection Kit
extraplanets:tier2_kit:0, Tier 2 Full Kit
extraplanets:tier2_kit:1, Tier 2 Basic Setup Kit
extraplanets:tier2_kit:2, Tier 2 Full Kit without Oxygen
extraplanets:tier2_kit:3, Tier 2 Full Kit without Thermal Protection
extraplanets:tier2_kit:4, Tier 2 Oxygen Kit
extraplanets:tier2_kit:5, Tier 2 Protection Kit
extraplanets:tier3_kit:0, Tier 3 Full Kit
extraplanets:tier3_kit:1, Tier 3 Basic Setup Kit
extraplanets:tier3_kit:2, Tier 3 Full Kit without Oxygen
extraplanets:tier3_kit:3, Tier 3 Full Kit without Thermal Protection
extraplanets:tier3_kit:4, Tier 3 Oxygen Kit
extraplanets:tier3_kit:5, Tier 3 Protection Kit
extraplanets:tier4_kit:0, Tier 4 Full Kit
extraplanets:tier4_kit:1, Tier 4 Basic Setup Kit
extraplanets:tier4_kit:2, Tier 4 Full Kit without Oxygen
extraplanets:tier4_kit:3, Tier 4 Full Kit without Thermal Protection
extraplanets:tier4_kit:4, Tier 4 Oxygen Kit
extraplanets:tier4_kit:5, Tier 4 Protection Kit
extraplanets:tier5_kit:0, Tier 5 Full Kit
extraplanets:tier5_kit:1, Tier 5 Basic Setup Kit
extraplanets:tier5_kit:2, Tier 5 Full Kit without Oxygen
extraplanets:tier5_kit:3, Tier 5 Full Kit without Thermal Protection
extraplanets:tier5_kit:4, Tier 5 Oxygen Kit
extraplanets:tier5_kit:5, Tier 5 Protection Kit
extraplanets:item_tier10_electric_rocket:0, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:1, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:2, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:3, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:4, Tier 10 Electric Rocket
extraplanets:geiger_counter:0, Geiger Counter
extraplanets:white_sugar_cane_item, White Sugar Cane
extraplanets:chocolate_bar, Chocolate Bar
extraplanets:caramel_bar, Caramel Bar
extraplanets:oxygen_tank_light_full_black, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_red, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_green, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_brown, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_purple, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_cyan, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_pink, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_yellow, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_magenta, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_orange, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_white, Light Oxygen Tank
extraplanets:oxygen_tank_med_full_black, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_red, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_green, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_brown, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_purple, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_cyan, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_pink, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_yellow, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_magenta, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_lime, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_white, Medium Oxygen Tank
extraplanets:oxygen_tank_heavy_full_black, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_lime, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_green, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_brown, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_purple, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_cyan, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_pink, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_yellow, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_magenta, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_orange, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_white, Heavy Oxygen Tank
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
ftbquests:screen, Task Screen
ftbquests:progress_detector, Quest Progress Detector
ftbquests:detector:0, Redstone Detector
ftbquests:detector:1, Player Detector
ftbquests:progress_screen, Progress Screen
ftbquests:chest, Quest Chest
ftbquests:loot_crate_storage, Loot Crate Storage
ftbquests:loot_crate_opener, Loot Crate Opener
ftbquests:barrier, Quest Barrier
ftbquests:reward_collector, Reward Collector
ftbquests:book, Quest Book
ftbquests:lootcrate, Loot Crate
ftbquests:custom_icon, Custom Icon
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
